from,to,light (s),deep (s),rem (s),awake (s),wake up (s),duration to sleep (s),duration to wake up (s),snoring (s),snoring episodes,average heart rate,heart rate (min),heart rate (max)
2025-08-14T06:10:32.150Z,2025-08-14T14:51:00.000Z,15450,7725,7725,327,0,0,0,0,0,60,50,80
2025-08-15T06:07:29.508Z,2025-08-15T14:32:00.000Z,14351,7175,7175,1569,0,0,0,0,0,60,50,80
2025-08-16T05:43:44.134Z,2025-08-16T14:07:00.000Z,14959,7480,7480,277,0,0,0,0,0,60,50,80
2025-08-17T06:22:31.588Z,2025-08-17T14:20:00.000Z,14198,7099,7099,253,0,0,0,0,0,60,50,80
2025-08-18T05:33:41.746Z,2025-08-18T14:27:00.000Z,15109,7554,7554,1781,0,0,0,0,0,60,50,80
2025-08-19T06:48:50.038Z,2025-08-19T15:29:00.000Z,14931,7465,7465,1349,0,0,0,0,0,60,50,80
2025-08-20T06:02:49.951Z,2025-08-20T14:27:00.000Z,14363,7181,7181,1524,0,0,0,0,0,60,50,80
2025-08-21T05:31:30.037Z,2025-08-21T14:37:00.000Z,15522,7761,7761,1685,0,0,0,0,0,60,50,80
2025-08-22T06:26:08.358Z,2025-08-22T14:52:00.000Z,14367,7183,7183,1618,0,0,0,0,0,60,50,80
2025-08-23T06:21:18.869Z,2025-08-23T15:16:00.000Z,15712,7856,7856,658,0,0,0,0,0,60,50,80
2025-08-24T06:26:12.122Z,2025-08-24T14:26:00.000Z,14279,7140,7140,230,0,0,0,0,0,60,50,80
2025-08-25T07:36:59.629Z,2025-08-25T15:48:00.000Z,13859,6930,6930,1742,0,0,0,0,0,60,50,80
2025-08-26T06:28:08.299Z,2025-08-26T14:47:00.000Z,14146,7073,7073,1641,0,0,0,0,0,60,50,80
2025-08-27T07:25:57.904Z,2025-08-27T14:37:00.000Z,12612,6306,6306,638,0,0,0,0,0,60,50,80
2025-08-28T05:59:24.768Z,2025-08-28T14:11:00.000Z,14154,7077,7077,1187,0,0,0,0,0,60,50,80
2025-08-29T06:21:33.475Z,2025-08-29T14:34:00.000Z,14163,7081,7081,1221,0,0,0,0,0,60,50,80
2025-08-30T05:07:34.840Z,2025-08-30T14:07:00.000Z,16009,8005,8005,346,0,0,0,0,0,60,50,80
2025-08-31T05:18:32.742Z,2025-08-31T14:22:00.000Z,15950,7975,7975,708,0,0,0,0,0,60,50,80
2025-09-01T05:10:02.205Z,2025-09-01T14:01:00.000Z,15237,7619,7619,1383,0,0,0,0,0,60,50,80
2025-09-02T05:38:52.538Z,2025-09-02T14:33:00.000Z,15581,7790,7790,886,0,0,0,0,0,60,50,80
2025-09-03T07:28:53.319Z,2025-09-03T15:32:00.000Z,13634,6817,6817,1720,0,0,0,0,0,60,50,80
2025-09-04T07:25:25.845Z,2025-09-04T15:17:00.000Z,13352,6676,6676,1590,0,0,0,0,0,60,50,80
2025-09-05T07:37:43.258Z,2025-09-05T14:59:00.000Z,12798,6399,6399,881,0,0,0,0,0,60,50,80
2025-09-06T06:56:48.081Z,2025-09-06T14:14:00.000Z,12892,6446,6446,448,0,0,0,0,0,60,50,80
2025-09-07T06:53:31.516Z,2025-09-07T14:33:00.000Z,13297,6648,6648,975,0,0,0,0,0,60,50,80
2025-09-08T06:00:17.212Z,2025-09-08T15:27:00.000Z,16102,8051,8051,1799,0,0,0,0,0,60,50,80
2025-09-09T07:11:22.481Z,2025-09-09T14:48:00.000Z,13239,6620,6620,919,0,0,0,0,0,60,50,80
2025-09-10T06:33:47.921Z,2025-09-10T15:29:00.000Z,15418,7709,7709,1275,0,0,0,0,0,60,50,80
2025-09-11T05:39:10.421Z,2025-09-11T14:40:00.000Z,15620,7810,7810,1210,0,0,0,0,0,60,50,80
2025-09-12T06:25:24.198Z,2025-09-12T14:09:00.000Z,13568,6784,6784,681,0,0,0,0,0,60,50,80
2025-09-13T08:13:40.112Z,2025-09-13T15:58:00.000Z,13681,6841,6841,498,0,0,0,0,0,60,50,80
2025-09-14T07:28:12.930Z,2025-09-14T15:53:00.000Z,15126,7563,7563,36,0,0,0,0,0,60,50,80
2025-09-15T06:47:12.120Z,2025-09-15T14:40:00.000Z,13972,6986,6986,424,0,0,0,0,0,60,50,80
2025-09-16T06:38:04.786Z,2025-09-16T14:02:00.000Z,12921,6461,6461,793,0,0,0,0,0,60,50,80
2025-09-17T07:18:06.921Z,2025-09-17T14:54:00.000Z,13224,6612,6612,905,0,0,0,0,0,60,50,80
2025-09-18T05:12:43.700Z,2025-09-18T14:12:00.000Z,15961,7981,7981,434,0,0,0,0,0,60,50,80
2025-09-19T06:47:16.187Z,2025-09-19T14:28:00.000Z,13736,6868,6868,172,0,0,0,0,0,60,50,80
2025-09-20T06:20:34.782Z,2025-09-20T14:26:00.000Z,14092,7046,7046,942,0,0,0,0,0,60,50,80
2025-09-21T06:20:03.242Z,2025-09-21T14:07:00.000Z,13193,6596,6596,1631,0,0,0,0,0,60,50,80
2025-09-22T07:55:53.324Z,2025-09-22T15:14:00.000Z,12963,6482,6482,361,0,0,0,0,0,60,50,80
2025-09-23T05:47:09.456Z,2025-09-23T14:25:00.000Z,15091,7545,7545,889,0,0,0,0,0,60,50,80
2025-09-24T06:56:22.907Z,2025-09-24T14:21:00.000Z,13043,6522,6522,590,0,0,0,0,0,60,50,80
2025-09-25T05:54:07.729Z,2025-09-25T14:25:00.000Z,14668,7334,7334,1316,0,0,0,0,0,60,50,80
2025-09-26T07:00:53.393Z,2025-09-26T15:54:00.000Z,15262,7631,7631,1462,0,0,0,0,0,60,50,80
2025-09-27T05:49:40.328Z,2025-09-27T14:28:00.000Z,14736,7368,7368,1628,0,0,0,0,0,60,50,80
2025-09-28T07:19:36.216Z,2025-09-28T14:46:00.000Z,12747,6373,6373,1290,0,0,0,0,0,60,50,80
2025-09-29T06:06:25.417Z,2025-09-29T14:05:00.000Z,13948,6974,6974,819,0,0,0,0,0,60,50,80
2025-09-30T06:22:43.406Z,2025-09-30T15:46:00.000Z,16005,8003,8003,1786,0,0,0,0,0,60,50,80
2025-10-01T05:39:29.664Z,2025-10-01T14:43:00.000Z,15692,7846,7846,1225,0,0,0,0,0,60,50,80
2025-10-02T07:12:34.560Z,2025-10-02T15:16:00.000Z,13805,6903,6903,1395,0,0,0,0,0,60,50,80
2025-10-03T07:35:50.670Z,2025-10-03T15:03:00.000Z,13220,6610,6610,390,0,0,0,0,0,60,50,80
2025-10-04T06:17:39.655Z,2025-10-04T14:09:00.000Z,13993,6997,6997,294,0,0,0,0,0,60,50,80
2025-10-05T07:06:57.089Z,2025-10-05T14:49:00.000Z,13408,6704,6704,907,0,0,0,0,0,60,50,80
2025-10-06T07:13:27.951Z,2025-10-06T15:22:00.000Z,14016,7008,7008,1279,0,0,0,0,0,60,50,80
2025-10-07T05:06:20.787Z,2025-10-07T14:23:00.000Z,16138,8069,8069,1123,0,0,0,0,0,60,50,80
2025-10-08T06:31:02.185Z,2025-10-08T14:37:00.000Z,14442,7221,7221,275,0,0,0,0,0,60,50,80
2025-10-09T07:17:11.894Z,2025-10-09T15:38:00.000Z,15011,7505,7505,27,0,0,0,0,0,60,50,80
2025-10-10T05:27:23.275Z,2025-10-10T14:46:00.000Z,16068,8034,8034,1381,0,0,0,0,0,60,50,80
2025-10-11T05:41:06.475Z,2025-10-11T14:32:00.000Z,15921,7961,7961,11,0,0,0,0,0,60,50,80
2025-10-12T06:48:00.060Z,2025-10-12T14:16:00.000Z,12879,6440,6440,1122,0,0,0,0,0,60,50,80
2025-10-13T06:45:54.930Z,2025-10-13T15:48:00.000Z,15496,7748,7748,1533,0,0,0,0,0,60,50,80
2025-10-14T05:06:36.129Z,2025-10-14T14:18:00.000Z,16036,8018,8018,1013,0,0,0,0,0,60,50,80
2025-10-15T05:10:46.411Z,2025-10-15T14:03:00.000Z,15367,7683,7683,1200,0,0,0,0,0,60,50,80
2025-10-16T07:02:23.822Z,2025-10-16T15:01:00.000Z,14279,7139,7139,159,0,0,0,0,0,60,50,80
2025-10-17T06:35:57.121Z,2025-10-17T14:48:00.000Z,14075,7037,7037,1373,0,0,0,0,0,60,50,80
2025-10-18T05:20:24.502Z,2025-10-18T14:21:00.000Z,15802,7901,7901,831,0,0,0,0,0,60,50,80
2025-10-19T05:50:56.802Z,2025-10-19T14:15:00.000Z,14755,7378,7378,732,0,0,0,0,0,60,50,80
2025-10-20T05:46:08.843Z,2025-10-20T14:17:00.000Z,14792,7396,7396,1068,0,0,0,0,0,60,50,80
2025-10-21T07:53:22.561Z,2025-10-21T15:54:00.000Z,13885,6943,6943,1067,0,0,0,0,0,60,50,80
2025-10-22T06:59:56.730Z,2025-10-22T14:33:00.000Z,13423,6712,6712,336,0,0,0,0,0,60,50,80
2025-10-23T05:18:34.959Z,2025-10-23T14:02:00.000Z,15508,7754,7754,390,0,0,0,0,0,60,50,80
2025-10-24T06:15:53.165Z,2025-10-24T14:21:00.000Z,14385,7192,7192,337,0,0,0,0,0,60,50,80
2025-10-25T07:10:25.146Z,2025-10-25T15:41:00.000Z,14469,7234,7234,1697,0,0,0,0,0,60,50,80
2025-10-26T06:54:12.656Z,2025-10-26T14:06:00.000Z,12722,6361,6361,463,0,0,0,0,0,60,50,80
2025-10-27T05:50:39.515Z,2025-10-27T14:22:00.000Z,14552,7276,7276,1576,0,0,0,0,0,60,50,80
2025-10-28T06:36:15.829Z,2025-10-28T15:48:00.000Z,15804,7902,7902,1496,0,0,0,0,0,60,50,80
2025-10-29T05:52:08.469Z,2025-10-29T14:58:00.000Z,15693,7847,7847,1365,0,0,0,0,0,60,50,80
2025-10-30T07:42:33.353Z,2025-10-30T15:34:00.000Z,13246,6623,6623,1795,0,0,0,0,0,60,50,80
2025-10-31T07:50:06.861Z,2025-10-31T15:38:00.000Z,13417,6709,6709,1239,0,0,0,0,0,60,50,80
2025-11-01T06:49:24.958Z,2025-11-01T15:16:00.000Z,15179,7589,7589,38,0,0,0,0,0,60,50,80
2025-11-02T07:59:34.195Z,2025-11-02T16:18:00.000Z,14249,7125,7125,1407,0,0,0,0,0,60,50,80
2025-11-03T07:40:39.869Z,2025-11-03T16:49:00.000Z,15878,7939,7939,1145,0,0,0,0,0,60,50,80
2025-11-04T07:45:48.750Z,2025-11-04T16:27:00.000Z,15260,7630,7630,751,0,0,0,0,0,60,50,80
2025-11-05T07:41:39.202Z,2025-11-05T15:24:00.000Z,13330,6665,6665,1080,0,0,0,0,0,60,50,80
2025-11-06T07:34:53.780Z,2025-11-06T15:14:00.000Z,13147,6573,6573,1253,0,0,0,0,0,60,50,80
2025-11-07T08:20:32.106Z,2025-11-07T15:57:00.000Z,13172,6586,6586,1043,0,0,0,0,0,60,50,80
2025-11-08T07:02:50.050Z,2025-11-08T15:43:00.000Z,15022,7511,7511,1165,0,0,0,0,0,60,50,80
2025-11-09T07:18:42.371Z,2025-11-09T15:17:00.000Z,14314,7157,7157,70,0,0,0,0,0,60,50,80
2025-11-10T08:22:19.153Z,2025-11-10T15:47:00.000Z,12834,6417,6417,1013,0,0,0,0,0,60,50,80
2025-11-11T06:39:20.237Z,2025-11-11T15:33:00.000Z,15313,7657,7657,1393,0,0,0,0,0,60,50,80
2025-11-12T07:06:23.930Z,2025-11-12T15:56:00.000Z,15686,7843,7843,404,0,0,0,0,0,60,50,80
2025-11-13T07:30:00.591Z,2025-11-13T15:39:00.000Z,14207,7104,7104,925,0,0,0,0,0,60,50,80
2025-11-14T06:41:56.551Z,2025-11-14T15:39:00.000Z,15709,7854,7854,806,0,0,0,0,0,60,50,80
2025-11-15T07:09:54.305Z,2025-11-15T15:53:00.000Z,14890,7445,7445,1605,0,0,0,0,0,60,50,80
2025-11-16T06:03:39.409Z,2025-11-16T15:22:00.000Z,15939,7970,7970,1622,0,0,0,0,0,60,50,80
2025-11-17T08:46:28.079Z,2025-11-17T16:50:00.000Z,14492,7246,7246,27,0,0,0,0,0,60,50,80
2025-11-18T08:22:57.037Z,2025-11-18T15:30:00.000Z,12630,6315,6315,364,0,0,0,0,0,60,50,80
2025-11-19T08:11:19.929Z,2025-11-19T15:57:00.000Z,13217,6608,6608,1506,0,0,0,0,0,60,50,80
2025-11-20T07:01:30.205Z,2025-11-20T15:29:00.000Z,15216,7608,7608,18,0,0,0,0,0,60,50,80
2025-11-21T07:54:46.748Z,2025-11-21T15:33:00.000Z,13010,6505,6505,1474,0,0,0,0,0,60,50,80
2025-11-22T06:19:24.543Z,2025-11-22T15:06:00.000Z,15580,7790,7790,436,0,0,0,0,0,60,50,80
2025-11-23T08:43:41.234Z,2025-11-23T16:42:00.000Z,14102,7051,7051,496,0,0,0,0,0,60,50,80
2025-11-24T06:50:53.003Z,2025-11-24T15:30:00.000Z,14801,7400,7400,1545,0,0,0,0,0,60,50,80
2025-11-25T07:06:22.971Z,2025-11-25T15:30:00.000Z,14686,7343,7343,845,0,0,0,0,0,60,50,80
2025-11-26T07:20:34.188Z,2025-11-26T16:19:00.000Z,16107,8054,8054,91,0,0,0,0,0,60,50,80
2025-11-27T07:55:26.194Z,2025-11-27T15:17:00.000Z,12927,6463,6463,641,0,0,0,0,0,60,50,80
2025-11-28T07:35:15.463Z,2025-11-28T15:08:00.000Z,12767,6383,6383,1631,0,0,0,0,0,60,50,80
2025-11-29T06:39:20.180Z,2025-11-29T15:07:00.000Z,14873,7437,7437,713,0,0,0,0,0,60,50,80
2025-11-30T08:20:31.683Z,2025-11-30T15:56:00.000Z,12964,6482,6482,1400,0,0,0,0,0,60,50,80
2025-12-01T06:51:50.464Z,2025-12-01T15:57:00.000Z,15542,7771,7771,1625,0,0,0,0,0,60,50,80
2025-12-02T07:03:48.827Z,2025-12-02T15:57:00.000Z,15619,7810,7810,752,0,0,0,0,0,60,50,80
2025-12-03T06:52:16.852Z,2025-12-03T15:31:00.000Z,15444,7722,7722,234,0,0,0,0,0,60,50,80
2025-12-04T07:18:23.149Z,2025-12-04T15:02:00.000Z,13157,6578,6578,1504,0,0,0,0,0,60,50,80
2025-12-05T06:28:11.706Z,2025-12-05T15:25:00.000Z,15654,7827,7827,899,0,0,0,0,0,60,50,80
2025-12-06T06:12:57.125Z,2025-12-06T15:10:00.000Z,16009,8004,8004,206,0,0,0,0,0,60,50,80
2025-12-07T07:02:20.487Z,2025-12-07T15:01:00.000Z,13597,6798,6798,1526,0,0,0,0,0,60,50,80
2025-12-08T06:37:09.678Z,2025-12-08T15:02:00.000Z,14994,7497,7497,303,0,0,0,0,0,60,50,80
2025-12-09T06:52:33.190Z,2025-12-09T15:39:00.000Z,15305,7652,7652,977,0,0,0,0,0,60,50,80
2025-12-10T07:44:16.009Z,2025-12-10T15:27:00.000Z,13309,6655,6655,1146,0,0,0,0,0,60,50,80
2025-12-11T08:38:10.574Z,2025-12-11T16:01:00.000Z,12739,6369,6369,1092,0,0,0,0,0,60,50,80
2025-12-12T06:37:56.661Z,2025-12-12T15:51:00.000Z,15827,7913,7913,1529,0,0,0,0,0,60,50,80
2025-12-13T07:54:37.360Z,2025-12-13T16:10:00.000Z,14521,7261,7261,681,0,0,0,0,0,60,50,80
2025-12-14T07:10:03.440Z,2025-12-14T15:33:00.000Z,14328,7164,7164,1521,0,0,0,0,0,60,50,80
2025-12-15T07:14:24.805Z,2025-12-15T15:46:00.000Z,14450,7225,7225,1795,0,0,0,0,0,60,50,80
2025-12-16T07:06:42.589Z,2025-12-16T16:11:00.000Z,15608,7804,7804,1441,0,0,0,0,0,60,50,80
2025-12-17T07:42:49.276Z,2025-12-17T16:10:00.000Z,14705,7353,7353,1021,0,0,0,0,0,60,50,80
2025-12-18T06:59:12.272Z,2025-12-18T15:45:00.000Z,14975,7487,7487,1598,0,0,0,0,0,60,50,80
2025-12-19T07:48:56.800Z,2025-12-19T15:26:00.000Z,13042,6521,6521,1340,0,0,0,0,0,60,50,80
2025-12-20T08:37:42.683Z,2025-12-20T16:33:00.000Z,13633,6816,6816,1251,0,0,0,0,0,60,50,80
2025-12-21T08:22:18.305Z,2025-12-21T15:52:00.000Z,13394,6697,6697,194,0,0,0,0,0,60,50,80
2025-12-22T08:31:12.880Z,2025-12-22T16:54:00.000Z,14434,7217,7217,1300,0,0,0,0,0,60,50,80
2025-12-23T06:43:13.129Z,2025-12-23T15:25:00.000Z,15039,7519,7519,1229,0,0,0,0,0,60,50,80
2025-12-24T08:03:33.602Z,2025-12-24T15:48:00.000Z,13433,6717,6717,1000,0,0,0,0,0,60,50,80
2025-12-25T08:00:56.106Z,2025-12-25T15:21:00.000Z,13081,6541,6541,241,0,0,0,0,0,60,50,80
2025-12-26T08:25:43.619Z,2025-12-26T16:41:00.000Z,14132,7066,7066,1452,0,0,0,0,0,60,50,80
2025-12-27T07:05:12.803Z,2025-12-27T15:51:00.000Z,15385,7693,7693,777,0,0,0,0,0,60,50,80
2025-12-28T08:24:43.076Z,2025-12-28T16:44:00.000Z,14430,7215,7215,1098,0,0,0,0,0,60,50,80
2025-12-29T06:56:13.314Z,2025-12-29T15:18:00.000Z,14172,7086,7086,1763,0,0,0,0,0,60,50,80
2025-12-30T07:26:46.210Z,2025-12-30T15:02:00.000Z,12857,6429,6429,1599,0,0,0,0,0,60,50,80
2025-12-31T07:31:04.142Z,2025-12-31T15:17:00.000Z,13561,6781,6781,834,0,0,0,0,0,60,50,80
