Date,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Added Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Completed
2025-03-28,2477.68,0,100,2111.96,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,222.06,30,150,50,25,220,70.23,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,106.85,2.5,0.8,2,3.5,true
2025-03-29,2480.53,0,100,2432.45,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,214.39,30,150,50,25,220,88.35,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,113.64,2.5,0.8,2,3.5,true
2025-03-30,2184.14,0,100,2319.94,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,235.47,30,150,50,25,220,76.10,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,145.06,2.5,0.8,2,3.5,true
2025-03-31,2163.30,0,100,2045.86,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,240.79,30,150,50,25,220,80.46,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,104.74,2.5,0.8,2,3.5,true
2025-04-01,2127.03,0,100,2140.49,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,223.48,30,150,50,25,220,89.15,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,108.82,2.5,0.8,2,3.5,true
2025-04-02,2158.59,0,100,2133.02,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,210.65,30,150,50,25,220,70.06,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,109.10,2.5,0.8,2,3.5,true
2025-04-03,2376.13,0,100,2408.37,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,238.38,30,150,50,25,220,85.63,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,141.44,2.5,0.8,2,3.5,true
2025-04-04,2301.72,0,100,2238.46,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,235.07,30,150,50,25,220,85.50,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,111.17,2.5,0.8,2,3.5,true
2025-04-05,2443.50,0,100,2072.32,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,223.07,30,150,50,25,220,85.35,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,107.96,2.5,0.8,2,3.5,true
2025-04-06,2213.76,0,100,2112.47,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,202.30,30,150,50,25,220,89.80,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,115.52,2.5,0.8,2,3.5,true
2025-04-07,2260.21,0,100,2244.05,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,203.64,30,150,50,25,220,74.52,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,131.92,2.5,0.8,2,3.5,true
2025-04-08,2294.34,0,100,2281.43,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,245.14,30,150,50,25,220,77.03,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,105.50,2.5,0.8,2,3.5,true
2025-04-09,2206.65,0,100,2006.72,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,207.91,30,150,50,25,220,78.77,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,109.07,2.5,0.8,2,3.5,true
2025-04-10,2113.16,0,100,2237.70,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,231.34,30,150,50,25,220,73.83,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,133.61,2.5,0.8,2,3.5,true
2025-04-11,2005.28,0,100,2385.53,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,248.40,30,150,50,25,220,85.67,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,117.28,2.5,0.8,2,3.5,true
2025-04-12,2475.67,0,100,2435.66,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,200.07,30,150,50,25,220,76.17,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,108.96,2.5,0.8,2,3.5,true
2025-04-13,2121.97,0,100,2419.84,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,244.31,30,150,50,25,220,84.60,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,149.20,2.5,0.8,2,3.5,true
2025-04-14,2177.68,0,100,2342.19,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,201.40,30,150,50,25,220,77.97,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,128.31,2.5,0.8,2,3.5,true
2025-04-15,2386.89,0,100,2385.20,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,222.78,30,150,50,25,220,71.41,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,113.50,2.5,0.8,2,3.5,true
2025-04-16,2052.63,0,100,2407.42,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,229.29,30,150,50,25,220,74.24,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,121.73,2.5,0.8,2,3.5,true
2025-04-17,2251.85,0,100,2349.65,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,221.22,30,150,50,25,220,85.11,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,111.38,2.5,0.8,2,3.5,true
2025-04-18,2112.71,0,100,2112.99,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,217.39,30,150,50,25,220,82.15,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,149.85,2.5,0.8,2,3.5,true
2025-04-19,2398.32,0,100,2305.51,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,226.95,30,150,50,25,220,72.48,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,128.91,2.5,0.8,2,3.5,true
2025-04-20,2477.47,0,100,2444.70,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,238.72,30,150,50,25,220,85.43,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,143.29,2.5,0.8,2,3.5,true
2025-04-21,2060.09,0,100,2103.45,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,227.72,30,150,50,25,220,73.76,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,146.02,2.5,0.8,2,3.5,true
2025-04-22,2222.17,0,100,2183.32,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,240.66,30,150,50,25,220,80.36,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,121.05,2.5,0.8,2,3.5,true
2025-04-23,2149.91,0,100,2365.34,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,222.00,30,150,50,25,220,71.82,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,121.95,2.5,0.8,2,3.5,true
2025-04-24,2024.48,0,100,2338.90,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,217.54,30,150,50,25,220,85.39,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,121.82,2.5,0.8,2,3.5,true
2025-04-25,2404.43,0,100,2068.20,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,229.17,30,150,50,25,220,81.42,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,147.16,2.5,0.8,2,3.5,true
2025-04-26,2376.45,0,100,2499.35,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,200.93,30,150,50,25,220,70.42,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,101.93,2.5,0.8,2,3.5,true
2025-04-27,2359.86,0,100,2068.88,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,217.38,30,150,50,25,220,74.36,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,101.76,2.5,0.8,2,3.5,true
2025-04-28,2088.06,0,100,2012.77,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,233.36,30,150,50,25,220,76.57,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,107.23,2.5,0.8,2,3.5,true
2025-04-29,2379.69,0,100,2093.15,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,211.11,30,150,50,25,220,78.77,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,128.13,2.5,0.8,2,3.5,true
2025-04-30,2129.63,0,100,2397.01,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,209.31,30,150,50,25,220,81.74,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,142.86,2.5,0.8,2,3.5,true
2025-05-01,2499.75,0,100,2179.71,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,213.35,30,150,50,25,220,88.46,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,100.93,2.5,0.8,2,3.5,true
2025-05-02,2102.35,0,100,2453.24,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,235.28,30,150,50,25,220,86.47,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,104.81,2.5,0.8,2,3.5,true
2025-05-03,2064.33,0,100,2447.02,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,232.70,30,150,50,25,220,88.46,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,142.11,2.5,0.8,2,3.5,true
2025-05-04,2148.10,0,100,2096.19,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,233.32,30,150,50,25,220,70.45,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,141.54,2.5,0.8,2,3.5,true
2025-05-05,2096.47,0,100,2375.47,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,213.09,30,150,50,25,220,73.08,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,124.53,2.5,0.8,2,3.5,true
2025-05-06,2266.45,0,100,2105.44,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,242.52,30,150,50,25,220,89.67,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,100.96,2.5,0.8,2,3.5,true
2025-05-07,2263.45,0,100,2072.62,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,223.73,30,150,50,25,220,77.84,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,146.90,2.5,0.8,2,3.5,true
2025-05-08,2278.09,0,100,2428.77,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,207.37,30,150,50,25,220,84.16,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,116.63,2.5,0.8,2,3.5,true
2025-05-09,2223.05,0,100,2087.08,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,200.64,30,150,50,25,220,71.15,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,130.41,2.5,0.8,2,3.5,true
2025-05-10,2420.99,0,100,2166.50,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,241.70,30,150,50,25,220,77.98,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,109.07,2.5,0.8,2,3.5,true
2025-05-11,2011.34,0,100,2090.14,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,209.16,30,150,50,25,220,89.56,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,101.08,2.5,0.8,2,3.5,true
2025-05-12,2339.52,0,100,2249.37,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,248.56,30,150,50,25,220,81.02,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,109.31,2.5,0.8,2,3.5,true
2025-05-13,2497.97,0,100,2173.02,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,214.29,30,150,50,25,220,76.08,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,128.30,2.5,0.8,2,3.5,true
2025-05-14,2090.65,0,100,2202.35,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,238.47,30,150,50,25,220,74.62,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,139.66,2.5,0.8,2,3.5,true
2025-05-15,2442.35,0,100,2370.70,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,217.75,30,150,50,25,220,88.03,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,134.43,2.5,0.8,2,3.5,true
2025-05-16,2267.79,0,100,2168.10,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,236.32,30,150,50,25,220,78.63,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,128.21,2.5,0.8,2,3.5,true
2025-05-17,2005.43,0,100,2153.90,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,227.38,30,150,50,25,220,79.99,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,144.66,2.5,0.8,2,3.5,true
2025-05-18,2165.90,0,100,2325.33,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,212.26,30,150,50,25,220,86.66,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,113.43,2.5,0.8,2,3.5,true
2025-05-19,2009.31,0,100,2483.18,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,222.08,30,150,50,25,220,80.57,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,124.62,2.5,0.8,2,3.5,true
2025-05-20,2256.76,0,100,2239.45,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,214.45,30,150,50,25,220,88.13,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,108.15,2.5,0.8,2,3.5,true
2025-05-21,2417.10,0,100,2161.85,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,231.95,30,150,50,25,220,74.41,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,130.86,2.5,0.8,2,3.5,true
2025-05-22,2208.23,0,100,2410.41,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,208.90,30,150,50,25,220,83.26,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,114.44,2.5,0.8,2,3.5,true
2025-05-23,2235.07,0,100,2255.99,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,217.80,30,150,50,25,220,73.67,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,125.77,2.5,0.8,2,3.5,true
2025-05-24,2241.06,0,100,2052.00,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,223.79,30,150,50,25,220,79.51,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,118.09,2.5,0.8,2,3.5,true
2025-05-25,2200.76,0,100,2062.73,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,228.94,30,150,50,25,220,83.23,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,109.99,2.5,0.8,2,3.5,true
2025-05-26,2351.36,0,100,2432.14,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,218.14,30,150,50,25,220,77.50,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,114.29,2.5,0.8,2,3.5,true
2025-05-27,2317.16,0,100,2291.20,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,202.13,30,150,50,25,220,81.56,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,116.53,2.5,0.8,2,3.5,true
2025-05-28,2496.71,0,100,2451.98,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,235.68,30,150,50,25,220,83.81,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,128.53,2.5,0.8,2,3.5,true
2025-05-29,2452.35,0,100,2381.02,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,210.46,30,150,50,25,220,74.37,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,130.77,2.5,0.8,2,3.5,true
2025-05-30,2401.62,0,100,2109.67,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,212.63,30,150,50,25,220,85.35,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,147.90,2.5,0.8,2,3.5,true
2025-05-31,2449.40,0,100,2205.91,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,212.91,30,150,50,25,220,71.53,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,135.34,2.5,0.8,2,3.5,true
2025-06-01,2177.26,0,100,2223.96,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,200.59,30,150,50,25,220,80.05,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,149.39,2.5,0.8,2,3.5,true
2025-06-02,2074.09,0,100,2084.11,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,224.61,30,150,50,25,220,82.09,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,134.62,2.5,0.8,2,3.5,true
2025-06-03,2115.95,0,100,2016.18,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,209.66,30,150,50,25,220,73.81,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,110.45,2.5,0.8,2,3.5,true
2025-06-04,2140.84,0,100,2214.21,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,243.63,30,150,50,25,220,89.34,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,106.27,2.5,0.8,2,3.5,true
2025-06-05,2443.93,0,100,2024.19,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,212.26,30,150,50,25,220,83.67,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,103.04,2.5,0.8,2,3.5,true
2025-06-06,2379.35,0,100,2183.30,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,215.57,30,150,50,25,220,74.14,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,116.11,2.5,0.8,2,3.5,true
2025-06-07,2104.17,0,100,2362.44,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,226.60,30,150,50,25,220,86.29,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,114.87,2.5,0.8,2,3.5,true
2025-06-08,2495.29,0,100,2465.91,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,212.51,30,150,50,25,220,86.71,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,101.82,2.5,0.8,2,3.5,true
2025-06-09,2444.88,0,100,2244.36,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,227.90,30,150,50,25,220,71.80,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,106.32,2.5,0.8,2,3.5,true
2025-06-10,2395.23,0,100,2358.85,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,206.49,30,150,50,25,220,85.96,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,110.99,2.5,0.8,2,3.5,true
2025-06-11,2446.49,0,100,2281.40,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,216.39,30,150,50,25,220,87.77,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,119.10,2.5,0.8,2,3.5,true
2025-06-12,2012.08,0,100,2415.73,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,238.83,30,150,50,25,220,77.69,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,119.83,2.5,0.8,2,3.5,true
2025-06-13,2038.66,0,100,2267.48,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,206.53,30,150,50,25,220,70.09,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,135.32,2.5,0.8,2,3.5,true
2025-06-14,2446.33,0,100,2363.90,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,224.91,30,150,50,25,220,75.81,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,135.38,2.5,0.8,2,3.5,true
2025-06-15,2192.08,0,100,2033.94,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,248.80,30,150,50,25,220,79.46,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,121.76,2.5,0.8,2,3.5,true
2025-06-16,2188.44,0,100,2243.74,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,219.45,30,150,50,25,220,79.69,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,140.79,2.5,0.8,2,3.5,true
2025-06-17,2273.90,0,100,2143.23,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,228.95,30,150,50,25,220,77.83,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,103.11,2.5,0.8,2,3.5,true
2025-06-18,2247.70,0,100,2271.62,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,219.40,30,150,50,25,220,86.22,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,131.99,2.5,0.8,2,3.5,true
2025-06-19,2313.33,0,100,2116.90,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,208.15,30,150,50,25,220,87.55,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,107.05,2.5,0.8,2,3.5,true
2025-06-20,2436.31,0,100,2456.15,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,214.33,30,150,50,25,220,74.17,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,109.36,2.5,0.8,2,3.5,true
2025-06-21,2211.25,0,100,2057.53,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,234.71,30,150,50,25,220,82.76,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,102.34,2.5,0.8,2,3.5,true
2025-06-22,2200.73,0,100,2351.03,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,209.15,30,150,50,25,220,85.04,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,110.67,2.5,0.8,2,3.5,true
2025-06-23,2106.44,0,100,2284.41,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,227.56,30,150,50,25,220,79.38,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,110.64,2.5,0.8,2,3.5,true
2025-06-24,2446.99,0,100,2249.77,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,208.00,30,150,50,25,220,74.84,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,144.16,2.5,0.8,2,3.5,true
2025-06-25,2404.20,0,100,2489.98,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,206.12,30,150,50,25,220,84.50,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,115.15,2.5,0.8,2,3.5,true
